"New Web Site","Новий Веб-сайт",module,Magento_Backend
"Edit Store","Змінити Магазин",module,Magento_Backend
"New Store","Новий Магазин",module,Magento_Backend
"Edit Store View","Редагувати Вид Магазину",module,Magento_Backend
"New Store View","Новий Вид Магазину",module,Magento_Backend
"Store Information","Інформація Магазину",module,Magento_Backend
"Web Site",Веб-сайт,module,Magento_Backend
Name,Ім'я,module,Magento_Backend
"Root Category","Коренева Категорія",module,Magento_Backend
"Default Store View","Вид Магазину за Замовчування",module,Magento_Backend
"Store View Information","Інформація Виду Магазину",module,Magento_Backend
Code,Код,module,Magento_Backend
Status,Статус,module,Magento_Backend
Disabled,Вимкнено,module,Magento_Backend
Enabled,Ввімкнено,module,Magento_Backend
"Sort Order","Порядок Сортування",module,Magento_Backend
"Web Site Information","Інформація Веб Сайту",module,Magento_Backend
"Default Store","Магазин за Замовчуванням",module,Magento_Backend
"Set as Default","Зробити Значенням за Замовчуванням",module,Magento_Backend
Stores,Магазини,module,Magento_Backend
"Create Website","Створити Веб-сайт",module,Magento_Backend
"Create Store","Створити Магазин",module,Magento_Backend
"Create Store View","Створити Вид Магазину",module,Magento_Backend
Home,Головна,module,Magento_Backend
Reset,Очистити,module,Magento_Backend
"Are you sure you want to do this?","Ви справді бажаєте це зробити?",module,Magento_Backend
"Add New Image","Додати Нове Зображення",module,Magento_Backend
"Export block for grid %1 is not defined","Експорт блок для таблиці %1 не визначено",module,Magento_Backend
"Reset Filter","Скинути фільтр",module,Magento_Backend
Search,Пошук,module,Magento_Backend
Any,Будь-який,module,Magento_Backend
"All Countries","Всі Країни",module,Magento_Backend
From,Від,module,Magento_Backend
To,До,module,Magento_Backend
"Date selector","Вибір дати",module,Magento_Backend
"[ deleted ]","[ видалено ]",module,Magento_Backend
"Select All","Вибрати все",module,Magento_Backend
" [deleted]"," [видалено]",module,Magento_Backend
"Add New","Додати Новий",module,Magento_Backend
"Invalid export type supplied for grid export block","Додано недійсний тип експорту для експорт блоку таблиці",module,Magento_Backend
Export,Експорт,module,Magento_Backend
"Please correct the column format and try again.","Будь-ласка, виправте формат стовпця і повторіть спробу.",module,Magento_Backend
"Please select items.","Будь-ласка, виберіть елементи.",module,Magento_Backend
Submit,Підтвердити,module,Magento_Backend
"Unknown block type","Невідомий тип блоку",module,Magento_Backend
"Please correct the tab configuration and try again.","Будь-ласка, виправте конфігурацію вкладки і повторіть спробу.",module,Magento_Backend
"You have logged out.","Ви вийшли з системи.",module,Magento_Backend
"The image cache was cleaned.","Кеш зображення було очищено.",module,Magento_Backend
"An error occurred while clearing the image cache.","Сталася помилка під час очищення кешу зображення.",module,Magento_Backend
"The JavaScript/CSS cache has been cleaned.","Кеш JavaScript/CSS було очищено.",module,Magento_Backend
"An error occurred while clearing the JavaScript/CSS cache.","Сталася помилка під час очищення JavaScript/CSS кешу.",module,Magento_Backend
"The static files cache has been cleaned.","Кеш статичних файлів було очищено.",module,Magento_Backend
"You flushed the cache storage.","Ви скинули сховище кешу.",module,Magento_Backend
"The Magento cache storage has been flushed.","Сховище Magento кешу було скинуто.",module,Magento_Backend
"Cache Management","Управління Кешем",module,Magento_Backend
"%1 cache type(s) disabled.","%1 тип(ів) кешу вимкнуто.",module,Magento_Backend
"An error occurred while disabling cache.","Сталася помилка під час відключення кешу.",module,Magento_Backend
"%1 cache type(s) enabled.","%1 тип(ів) кешу ввімкнуто.",module,Magento_Backend
"An error occurred while enabling cache.","Сталася помилка під час увімкнення кешу.",module,Magento_Backend
"%1 cache type(s) refreshed.","%1 тип(ів) кешу оновлено.",module,Magento_Backend
"An error occurred while refreshing cache.","Сталася помилка під час оновлення кешу.",module,Magento_Backend
Dashboard,"Панель управління",module,Magento_Backend
"We updated lifetime statistic.","Ми оновили статистику тривалості.",module,Magento_Backend
"invalid request","Невірний запит",module,Magento_Backend
"see error log for details","для подробиць дивіться журнал помилок",module,Magento_Backend
"Service unavailable: %1","Недоступний сервіс: %1",module,Magento_Backend
Error,Помилка,module,Magento_Backend
"Access Denied.","Доступ Заборонений.",module,Magento_Backend
"You need more permissions to do this.","Вам потрібно більше прав для цього.",module,Magento_Backend
"No search modules were registered","Жодного пошукового модуля не було зареєстровано",module,Magento_Backend
"Please make sure that all global admin search modules are installed and activated.","Будь-ласка, переконайтеся, що усі загальні пошукові модулі адміністратора встановлені та активовані.",module,Magento_Backend
"You saved the account.","Ви зберегли обліковий запис.",module,Magento_Backend
"An error occurred while saving account.","Сталася помилка під час збереження облікового запису.",module,Magento_Backend
"You deleted the design change.","Ви видалили зміну дизайну.",module,Magento_Backend
"You can't delete the design change.","Ви не можете видалити зміну дизайну.",module,Magento_Backend
"Store Design","Дизайн Магазину",module,Magento_Backend
"Edit Store Design Change","Редагувати Зміну Дизайну Магазину",module,Magento_Backend
"You saved the design change.","Ви зберегли зміну дизайну.",module,Magento_Backend
System,Система,module,Magento_Backend
"Manage Stores","Управління Магазинами",module,Magento_Backend
"The database was backed up.","Резервна копія бази даних була створена.",module,Magento_Backend
"Deleting a %1 will not delete the information associated with the %1 (e.g. categories, products, etc.), but the %1 will not be able to be restored. It is suggested that you create a database backup before deleting the %1.","Видалення %1 не видалить інформацію, пов\'язану з %1 (напр., категорії, товари, і т.і.), але %1 не можна буде відновити. Пропонується створити резервну копію бази даних перед видаленням %1.",module,Magento_Backend
"Something went wrong. Please try again.","Щось пішло не так. Будь-ласка, спробуйте ще раз.",module,Magento_Backend
"This store cannot be deleted.","Цей магазин не може бути видаленим.",module,Magento_Backend
"You deleted the store.","Ви видалили магазин.",module,Magento_Backend
"This store view cannot be deleted.","Цей вид магазину не може бути видаленим.",module,Magento_Backend
"Store View","Вид Магазину",module,Magento_Backend
"You deleted the store view.","Ви видалили вид магазину.",module,Magento_Backend
"This website cannot be deleted.","Цей вебсайт не може бути видаленим.",module,Magento_Backend
"You deleted the website.","Ви видалили вебсайт.",module,Magento_Backend
"The website does not exist.","Вебсайт не інсує.",module,Magento_Backend
"Before modifying the website code please make sure it is not used in index.php.","Перед тим, як змінювати код вебсайту, будь-ласка, переконайтеся, що він не використовується у index.php.",module,Magento_Backend
"The store does not exist","Магазин не існує",module,Magento_Backend
"Store view doesn't exist","Вид магазину не існує",module,Magento_Backend
"Before modifying the store view code please make sure it is not used in index.php.","Перед тим, як змінювати код виду магазину, будь-ласка, переконайтеся, що він не використовується у index.php.",module,Magento_Backend
"New ","Новий ",module,Magento_Backend
"You saved the website.","Ви зберегли вебсайт.",module,Magento_Backend
"You saved the store.","Ви зберегли магазин.",module,Magento_Backend
"You saved the store view.","Ви зберегли вид магазину.",module,Magento_Backend
"Something went wrong while saving. Please review the error log.","Щось пішло не так під час збереження. Будь-ласка, перегляньте журнал помилок.",module,Magento_Backend
"Last 24 Hours","Останні 24 Години",module,Magento_Backend
"Last 7 Days","Останні 7 Днів",module,Magento_Backend
"Current Month","Поточний Місяць",module,Magento_Backend
YTD,"З Початку Року",module,Magento_Backend
2YTD,"З Початку Минулого Року",module,Magento_Backend
"Authentication storage is incorrect.","Аутентифікація сховища некоректна.",module,Magento_Backend
"You did not sign in correctly or your account is temporarily disabled.","Ви ввели невірні данні входу, або Ваш обліковий запис тимчасово заблокований.",module,Magento_Backend
"Authentication error occurred.","Сталася помилка аутентифікації.",module,Magento_Backend
Order,Замовлення,module,Magento_Backend
"Order #%1","Замовлення #%1",module,Magento_Backend
"Access denied","Доступ заборонено",module,Magento_Backend
"Please try to sign out and sign in again.","Будь-ласка, спробуйте вийти і зайти знову.",module,Magento_Backend
"If you continue to receive this message, please contact the store owner.","Якщо ви продовжуєте отримувати це повідомлення, будь ласка, зв'яжіться з власником магазину.",module,Magento_Backend
"You need more permissions to access this.","Вам потрібно більше прав для доступу до цього.",module,Magento_Backend
"Welcome, please sign in","Ласкаво просимо, будь-ласка увійдіть",module,Magento_Backend
Username,"Ім'я користувача",module,Magento_Backend
"user name","ім'я користувача",module,Magento_Backend
Password,Пароль,module,Magento_Backend
password,пароль,module,Magento_Backend
"Sign in",Увійти,module,Magento_Backend
"Select Range:","Вибрати Діапазон:",module,Magento_Backend
"No Data Found","Дані Не Знайдено",module,Magento_Backend
"Chart is disabled. To enable the chart, click <a href=""%1"">here</a>.","Діаграму вимкнуто. Щоб увімкнути діаграму, клацніть <a href=""%1"">тут</a>.",module,Magento_Backend
"Last Orders","Останні Замовлення",module,Magento_Backend
"Last Search Terms","Останні Пошукові Фрази",module,Magento_Backend
"Top Search Terms","Часті Пошукові Фрази",module,Magento_Backend
"There are no search keywords.","Немає таких ключових слів.",module,Magento_Backend
"View Statistics For:","Переглянути Статистику Для:",module,Magento_Backend
"All Websites","Всі Веб-сайти",module,Magento_Backend
"Reload Data","Перезавантажити Дані",module,Magento_Backend
"Browse Files...","Перегляд Файлів...",module,Magento_Backend
"Copyright&copy; %1 Magento Commerce Inc. All rights reserved.","Copyright&copy; %1 Magento Commerce Inc. Усі права захищено.",module,Magento_Backend
"Magento Admin Panel","Панель Адміністрування Magento",module,Magento_Backend
"Account Setting","Нашалштування Облікового Запису",module,Magento_Backend
"Customer View","Очима Покупця",module,Magento_Backend
"Sign Out",Вийти,module,Magento_Backend
"About the calendar","Про календар",module,Magento_Backend
Close,Закрити,module,Magento_Backend
"Go Today","Перейти на Сьогодні",module,Magento_Backend
Previous,Попередній,module,Magento_Backend
Next,Наступний,module,Magento_Backend
WK,Тижд,module,Magento_Backend
Time,Час,module,Magento_Backend
Hour,Година,module,Magento_Backend
Minute,Хвилина,module,Magento_Backend
"JavaScript may be disabled in your browser.","JavaScript може бути відключеним у Вашому браузері.",module,Magento_Backend
"To use this website you must first enable JavaScript in your browser.","Щоб використовувати цей вебсайт, слід спочатку ввімкнути JavaScript у Вашому браузері.",module,Magento_Backend
"This is only a demo store. You can browse and place orders, but nothing will be processed.","Це тільки демо-магазин. Ви можете переглядати й розміщувати замовлення, але нічого не буде оброблено.",module,Magento_Backend
"Report Bugs","Повідомити про Помилку",module,Magento_Backend
"Store View:","Вид Магазину:",module,Magento_Backend
"Stores Configuration","Конфігурації Магазинів",module,Magento_Backend
"Additional Cache Management","Додаткове Управління Кешем",module,Magento_Backend
"Flush Catalog Images Cache","Скинути Кеш Зображень Каталогу",module,Magento_Backend
"Pregenerated product images files","Попередньо згенеровані файли зображень товару",module,Magento_Backend
"Flush JavaScript/CSS Cache","Скинути JavaScript/CSS Кеш",module,Magento_Backend
"Flush Static Files Cache","Скинути Кеш Статичних Файлів",module,Magento_Backend
"Preprocessed view files and static files","Попередньо оброблені файли виду та статичні файли",module,Magento_Backend
Catalog,Каталог,module,Magento_Backend
"JavaScript/CSS Cache","JavaScript/CSS Кеш",module,Magento_Backend
"No records found.","Записів не знайдено.",module,Magento_Backend
Images,Зображення,module,Magento_Backend
"Big Image","Велике Зображення",module,Magento_Backend
Thumbnail,Мініатюра,module,Magento_Backend
"Additional Settings","Додаткові Налаштування",module,Magento_Backend
"records found","знайдено записи",module,Magento_Backend
selected,вибрано,module,Magento_Backend
"per page","на сторінці",module,Magento_Backend
"Previous page","Попередня сторінка",module,Magento_Backend
"of %1","з %1",module,Magento_Backend
"Next page","Наступна сторінка",module,Magento_Backend
"Export to:","Експорт до:",module,Magento_Backend
Actions,Дії,module,Magento_Backend
"Mass Actions","Масові Дії",module,Magento_Backend
"Unselect All","Зняти Усі Виділення",module,Magento_Backend
"Select Visible","Вибрати Видиме",module,Magento_Backend
"Unselect Visible","Зняти Виділення з Вибраних",module,Magento_Backend
"Changes have been made to this section that have not been saved.","Зміни, внесені до цієї секції, не були збережені.",module,Magento_Backend
"This tab contains invalid data. Please resolve this before saving.","Ця вкладка містить недійсні дані. Будь-ласка, виправте це перед збереженням.",module,Magento_Backend
"The information in this tab has been changed.","Інформація у цій вкладці була змінена.",module,Magento_Backend
Loading...,Завантажується...,module,Magento_Backend
"System Backup","Резервне Копіювання Системи",module,Magento_Backup
"Database and Media Backup","Резервне Копіювання Бази Даних та Медіа",module,Magento_Backup
"Database Backup","Резервне Копіювання Бази Даних",module,Magento_Backup
"The archive can be uncompressed with <a href=""%1"">%2</a> on Windows systems.","На системі Windows архів можна розпакувати за допомогою <a href=""%1"">%2</a>.",module,Magento_Backup
"You need more permissions to activate maintenance mode right now.","Вам потрібно більше прав, щоб активувати режим тех. супроводу прямо зараз.",module,Magento_Backup
"Something went wrong while putting your store into maintenance mode.","Щось пішло не так під час переведення Вашого магазтину до режиму тех. супроводу.",module,Magento_Backup
"You need more free space to create a backup.","Вам потрібно більше вільного простору для створення резервної копії.",module,Magento_Backup
"You need more permissions to create a backup.","Вам потрібно більше прав для створення резервної копії.",module,Magento_Backup
Backups,"Резервні Копії",module,Magento_Backup
System,Система,module,Magento_Backup
Tools,Інструменти,module,Magento_Backup
Backup,"Резервне копіювання",module,Magento_Backup
failed,"не вдалося",module,Magento_Backup
successful,успішно,module,Magento_Backup
"You deleted the selected backup(s).","Ви видалили вибрані резервну(і) копію(ї).",module,Magento_Backup
"Please correct the password.","Будь-ласка, виправте пароль.",module,Magento_Backup
"Failed to validate FTP.","Не вдалося перевірити FTP.",module,Magento_Backup
"You need more permissions to perform a rollback.","Вам потрібно більше прав для виконання відкату.",module,Magento_Backup
"Failed to rollback.","Не вдалося відкотити.",module,Magento_Backup
Database,"База даних",module,Magento_Backup
"Database and Media","База Даних і Медіа",module,Magento_Backup
"System (excluding Media)","Система (за винятком Медіа)",module,Magento_Backup
"You created the system backup.","Ви створили резервну копію системи.",module,Magento_Backup
"You created the system backup (excluding media).","Ви створили резервну копію системи (за винятком медіа).",module,Magento_Backup
"You created the database and media backup.","Ви створили резервну копію бази даних і медіа.",module,Magento_Backup
"You created the database backup.","Ви створили резервну копію бази даних.",module,Magento_Backup
"Please correct the order of creation for a new backup.","Будь-ласка, підправте порядок створення для нової резервної копії.",module,Magento_Backup
"The backup file does not exist.","Файл резервної копії не існує.",module,Magento_Backup
"The backup file path was not specified.","Не вказано шлях до файлу резервної копії.",module,Magento_Backup
"The backup file ""%1"" does not exist.","Файл резервної копії ""%1"" не існує.",module,Magento_Backup
"Sorry, but we cannot read from or write to backup file ""%1"".","Вибачте, але ми не можемо зчитувати або записувати до файлу резервної копії ""%1"".",module,Magento_Backup
"The backup file handler was unspecified.","Не зазначено обробник файла резервної копії.",module,Magento_Backup
"Something went wrong while writing to the backup file ""%1"".","Щось пішло не так під час записо до файлу резервної копії ""%1"".",module,Magento_Backup
"You will lose any data created since the backup was made, including admin users, customers and orders.","Ви втратите усі дані, створені з того часу, як була зроблена резервна копія, у тому числі користувачі адміністратори, покупці та замовлення.",module,Magento_Backup
"Are you sure you want to continue?","Ви впевнені, що бажаєте продовжити?",module,Magento_Backup
"This may take a few moments.","Це може зайняти кілька хвилин.",module,Magento_Backup
"Be sure your store is in maintenance mode during backup.","Переконайтеся, що ваш магазин знаходиться у режимі тех. супроводу під час резервного копіювання.",module,Magento_Backup
"Backup Name","Ім'я Резервної Копії",module,Magento_Backup
"Please use only letters (a-z or A-Z), numbers (0-9) or spaces in this field.","Будь ласка, використовуйте тільки літери (a-z або A-Z), цифри (0-9) або пробіли у цьому полі.",module,Magento_Backup
"Maintenance mode","Режим тех. супроводу",module,Magento_Backup
"Please put your store into maintenance mode during backup.","Будь-ласка, переведіть Ваш магазин до режиму тех. супроводу під час резервного копіювання.",module,Magento_Backup
Exclude,Виключити,module,Magento_Backup
"Exclude media folder from backup","Виключити медіа папку з резервної копії",module,Magento_Backup
"Please enter the password to confirm rollback.","Будь ласка, введіть пароль для підтвердження скасування установки.",module,Magento_Backup
"This action cannot be undone.","Ця дія не може бути скасована.",module,Magento_Backup
"User Password","Пароль Користувача",module,Magento_Backup
"Please put your store into maintenance mode during rollback processing.","Будь-ласка, переведіть Ваш магазин до режиму тех. супроводу під час процесу відкату.",module,Magento_Backup
"Use FTP Connection","Використовувати FTP-підключення",module,Magento_Backup
"FTP credentials","Облікові дані FTP",module,Magento_Backup
"FTP Host","FTP Хост",module,Magento_Backup
"FTP Login","FTP Логін",module,Magento_Backup
